text,hashtags,conclusi,percent
"RT @realdefdanielss: WANNA ONE ALL ""FIRST"" WIN IN EVERY ERA 🎉🎉

Energetic-17/08/16 
Beautiful-17/11/22
Boomerang-18/03/23
Light-18/06/12
Sp…",,POSITIVE,75.79905986785889
RT @3songsmama: เย้!! ดีใจมากเลยจะมาแจกเคสแข็งค่ะ สำหรับทุกคนที่เอ็นดูซองอุนนะคะ จริงๆคือสั่งทำใช้เอง แต่จะสั่งเพิ่มอีกอันให้ค่ะ เท่ากับมีส…,,POSITIVE,75.79905986785889
"RT @moominjuna: •°1st GIVEAWAY°•

Wanna one #SpringBreeze1stWin &amp; first ult bias ultah #HappyChanyeolDay 💞

⭕RT
⭕Rep mau mana + #MAMAVOTE #…","SpringBreeze1stWin, HappyChanyeolDay, MAMAVOTE, ",POSITIVE,76.59567594528198
"RT @sungwmari: ここはソンウンを抜くって決まっていたら最高なんだけど_(꒪ཀ꒪」∠)_
全部繋げるからこれからもここはソンウンを抜いてください！

각방송국 스탭님들 제발😭😭😭😭😭😭😭😭

#ハソンウン #하성운 #WANNAONE #워너원 #POWEROFD…","ハソンウン, 하성운, WANNAONE, 워너원, ",POSITIVE,75.79905986785889
RT @PenguinONGONG: congratulations! 🎉 #SpringBreeze1stWin https://t.co/IOeF09ypWR,"SpringBreeze1stWin, ",POSITIVE,75.79905986785889
"RT @Phatta_kim: แจกทองเหมือนเดิม😚
ทอง1กรัมจ้า ไม่ฟอลได้รับเพียงเงิน111บาทจ้า ทอง1กรัมประมาณ1600-1900บาทจ้า
ประกาศวันเกิดแดน ประกาศแท็กหา+จั…",,POSITIVE,75.79905986785889
RT @callmepjh: แจกค่ะ เนื่องจากหนุ่มๆๆๆของเราได้ที่1 😭 รีไปเลยค่ะไม่ต้องฟอลก็ได้รีเลยจ้าาาา ประกาศพรุ่งนี้ตอน 6:00 นะคะ #springbreeze1stwin…,"springbreeze1stwin, ",POSITIVE,75.79905986785889
"RT @Kang_dan101: ดีใจด้วยค้าบบ🎉🎉
แจก10฿ 
รีทวิตนี้อย่างเดียว 
ปก.แท็ก1นาที #SpringBreeze1stWin https://t.co/PrDqig0Ark","SpringBreeze1stWin, ",POSITIVE,75.79905986785889
"RT @soompi: WATCH: #WannaOne Makes Comeback On ""The Show"" With ""Spring Breeze"" And ""Hide And Seek"" #SpringBreeze1stWin https://t.co/eAhaDEX…","WannaOne, SpringBreeze1stWin, ",POSITIVE,75.79905986785889
"RT @PunDaoEH: 🥰 WIN 1 ถ้วยแล้ววว 
แจกบั้มไม่แกะ 1 บั้มจ้าาา รีโลดดด
สุ่มพรุ่งนี้(พุธ28)  20.00 น. 🌟📚🌠
 #워너원 #wannaone
#봄바람1stWin #SpringBre…","워너원, wannaone, 봄바람1stWin, ",POSITIVE,75.79905986785889
RT @filmwlk: แจก101บาทค่ะ รีไว้เลย สุ่มคืนนี้4ทุ่มน้า🙆🏻‍♀️💖 #SpringBreeze1stWin #워너원 https://t.co/a0fWKAtxMO,"SpringBreeze1stWin, 워너원, ",POSITIVE,75.79905986785889
RT @PenguinONGONG: congratulations! 🎉 #SpringBreeze1stWin https://t.co/IOeF09ypWR,"SpringBreeze1stWin, ",POSITIVE,75.79905986785889
RT @parknanda95_: há cada dia que passa meu amor e meu orgulho por vcs só aumenta. vocês merecem isso e muito mais. vocês lutaram pra chega…,,POSITIVE,75.79905986785889
"RT @WHITEDREAMER_mh: 말랑말랑🤦‍♀️

#SpringBreeze1stWin #황민현 #민현 #minhyun https://t.co/tqTxAyRlTh","SpringBreeze1stWin, 황민현, 민현, minhyun, ",POSITIVE,75.79905986785889
RT @NielongTaken: สุดยอดไปเลยครับ ดีใจกับน้องๆด้วยนะครับ  🎉🎉🎉 #SpringBreeze1stWin  https://t.co/vsWunkcpHS,"SpringBreeze1stWin, ",POSITIVE,75.79905986785889
"RT @realdefdanielss: WANNA ONE MUSIC SHOWS TROPHIES 👍🏆

Energetic - 🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆 

Beautiful - 🏆🏆🏆🏆🏆🏆🏆🏆

I.P.U. - 🏆🏆

Boomerang - 🏆🏆🏆🏆🏆🏆…",,POSITIVE,75.79905986785889
RT @huamonwingwap: หัวมนขอแสดงความยินดีให้กับพี่ๆ wannaoneทั้ง 11 คนด้วยนะงับ ในเมื่อ อัลบั้มไนท์ขายไม่ออกหัวมนจะแจกนะงับ รี+ฟอลไว้เลยนะงับ…,,POSITIVE,75.79905986785889
"RT @Phatta_kim: แจกทองเหมือนเดิม😚
ทอง1กรัมจ้า ไม่ฟอลได้รับเพียงเงิน111บาทจ้า ทอง1กรัมประมาณ1600-1900บาทจ้า
ประกาศวันเกิดแดน ประกาศแท็กหา+จั…",,POSITIVE,75.79905986785889
RT @prdessssssss: แจก11฿1คน 4฿1คน รีไปปป ว่างๆจะมาสุ่มคริคริ #SpringBreeze1stWin,"SpringBreeze1stWin, ",POSITIVE,75.79905986785889
"RT @wannableidaehwi: ตะหวัดดีคั้บ วันนี้วนว.ได้ 1st win แล้วเย่
แจกๆ 
111 บาท + เฟรม วนว. 11*14 นิ้ว
และเราขอสุ่มจากอันนี้นะคะหาอันเก่าไม่เ…",,POSITIVE,75.79905986785889
"RT @PunDaoEH: 🥰 WIN 1 ถ้วยแล้ววว 
แจกบั้มไม่แกะ 1 บั้มจ้าาา รีโลดดด
สุ่มพรุ่งนี้(พุธ28)  20.00 น. 🌟📚🌠
 #워너원 #wannaone
#봄바람1stWin #SpringBre…","워너원, wannaone, 봄바람1stWin, ",POSITIVE,75.79905986785889
"RT @danjihoon_: spring breeze first win 🏆 congrats @WannaOne_twt

let's get more wins!! 🎉🎉🎉 #SpringBreeze1stWin
 https://t.co/PRXE9zQDXC","SpringBreeze1stWin, ",POSITIVE,75.60415863990784
"RT @Black73694179: เย้!ดีใจด้วยน้าา เก่งงงมากกกๆเลย🎉✨
แจก! เงิน100฿ 2 คนไปเลยงับถ้วยแรกทั้งที สุ่มแล้วจะทักไปหาผู้โชคดีค่า
พร้อมส่งเลข บชช…",,POSITIVE,75.79905986785889
RT @PenguinONGONG: congratulations! 🎉 #SpringBreeze1stWin https://t.co/IOeF09ypWR,"SpringBreeze1stWin, ",POSITIVE,75.79905986785889
"RT @WannaOne_twt: [#워너원데이] 워너블의 마음을 한가득 따뜻하게 만들어준 오늘 더쇼 잘 보셨나요? 워너원은 워너블이 안겨준 선물 덕에 핫팩이 따로 필요 없을 정도에요(˃̶᷄‧̫ ˂̶᷅๑ ) 오늘 너무 고맙고 우리 내일 또 봐요💕
#S…","워너원데이, ",POSITIVE,75.79905986785889
"RT @peach_btwin: แจก!!! 101฿ 1 คน 
           11฿ 1 คนรีเลยยยย
#SpringBreeze1stwin 🌀🥳","SpringBreeze1stwin, ",POSITIVE,75.79905986785889
"RT @ohmyjihoons: soon: 

Rank : 1st
Artist : Wanna One
Song  : - Boomerang
             - Light 
             - Spring Breeze
Score : 10,00…",,POSITIVE,75.79905986785889
RT @DAEHWI_TH: (🏆) วันนี้เพลง 봄바람 (Spring Breeze) ของหนุ่มๆ Wanna One ได้ที่ 1 ในรายการ THE SHOW ด้วยค่ะ //ยินดีกับรางวัลถ้วยแรกด้วยนะคะ พว…,,POSITIVE,75.79905986785889
"RT @WANNAONE_TH: [INFO] เพลง Spring Breeze เป็นเพลงที่ 3 ที่มีคะแนนสูงสุดในรายการ The Show ด้วยคะแนน 10,000 คะแนนค่ะ🏆 

#SpringBreeze1stWin…","SpringBreeze1stWin, ",POSITIVE,75.79905986785889
"RT @0u0pp: #봄바람1stWin
#SpringBreeze1stWin

워너원 봄바람 첫 1위 축하해🎉🎉🎉💖💖💖💖💖💖 https://t.co/mWsIGjgxkt","봄바람1stWin, SpringBreeze1stWin, ",POSITIVE,75.79905986785889
"Hahahahahaha @jokowi ini berita buat lo nih
@GunRomli @permadiaktivis 
@kaesangp",,POSITIVE,74.51216578483582
RT @DAEHWI_TH: (🏆) วันนี้เพลง 봄바람 (Spring Breeze) ของหนุ่มๆ Wanna One ได้ที่ 1 ในรายการ THE SHOW ด้วยค่ะ //ยินดีกับรางวัลถ้วยแรกด้วยนะคะ พว…,,POSITIVE,75.79905986785889
"RT @BGr8Shop: Dm มาถามได้เลยน้า ยินดีให้คำปรึกษาค่ะ 😊
พรีราคาถูก รีบมาสั่งน้าา ❤
#พรีออเดอร์ #พร้อมส่ง #พื้นที่โปร #HappyChanyeolDay #ใช้ดี…","พรีออเดอร์, พร้อมส่ง, พื้นที่โปร, HappyChanyeolDay, ",POSITIVE,75.79905986785889
"RT @thatsmyjh: รีไปเลย แจก 100 บาท
สุ่มตอนจบโปรโมท ไปดูmvกันเยอะๆ
#SpringBreeze1stWin https://t.co/Mw6ZyYXQ6M","SpringBreeze1stWin, ",POSITIVE,75.79905986785889
RT @prdessssssss: แจก11฿1คน 4฿1คน รีไปปป ว่างๆจะมาสุ่มคริคริ #SpringBreeze1stWin,"SpringBreeze1stWin, ",POSITIVE,75.79905986785889
"RT @WannaOne_twt: [#워너원데이] 워너블의 마음을 한가득 따뜻하게 만들어준 오늘 더쇼 잘 보셨나요? 워너원은 워너블이 안겨준 선물 덕에 핫팩이 따로 필요 없을 정도에요(˃̶᷄‧̫ ˂̶᷅๑ ) 오늘 너무 고맙고 우리 내일 또 봐요💕
#S…","워너원데이, ",POSITIVE,75.79905986785889
"RT @chamwink: we scored 10000 points which is a perfect score!!! congrats wanna one 😭💕 

#봄바람1stWin #SpringBreeze1stWin https://t.co/HXfUPP…","봄바람1stWin, SpringBreeze1stWin, ",POSITIVE,76.00427865982056
RT @m3g4nekun: Si romlah dedengkot liberal tapi g ngaku kalau dia liberal yg lu bacain semua itu survey dari lembaga yg di danai pemerintah…,,POSITIVE,72.69469499588013
RT @kyallenz: Stop degrading other women just because you want to give one your praise. Don’t ever compliment a woman by insulting another…,,POSITIVE,76.81742310523987
"RT @Wanna_trade_: #SpringBreeze1stWin ( RT GA) 
Celebrating wanna one's 1st win 
I'm giving away 1 spring breeze album (Romance/ adventure)…","SpringBreeze1stWin, ",POSITIVE,75.79905986785889
"RT @Aom_bf: พึ่งเห็นว่าลืมติดแท็ก 😭 ขออนุญาติลงใหม่นะคะ 🙇🏻‍♀️

ฤกษ์งามยามดี เฟิร์สวินบั้มสุดท้าย✨
แจก One the world tour DVD 2 เซต
👉🏻 ให้คน…",,POSITIVE,75.21713376045227
"RT @mjhoon99_: 🎉🏆 ฉลอง​ 1st  Win : Spring Breeze
แจกตังค์​ 101  บาท​  1  คนค่ะ
ประกาศวันเสาร์ที่​ 1 ก.ย. เวลา​ 20.33 น.
สุ่มจากรีทวิตค่ะ​ 😊…",,POSITIVE,75.79905986785889
"RT @babyface_sp: แจก!! เนื่องในโอกาส #SpringBreeze1stWin 🎉🎉🎉

🏆รางวัล: โปสการ์ดการ์ดจากเซต One the World DVD - 1 รางวัล
🔁กติกา: รี+ฟอล
🎟️…","SpringBreeze1stWin, ",POSITIVE,75.79905986785889
"RT @realdefdanielss: WANNA ONE MUSIC SHOWS TROPHIES 👍🏆

Energetic - 🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆 

Beautiful - 🏆🏆🏆🏆🏆🏆🏆🏆

I.P.U. - 🏆🏆

Boomerang - 🏆🏆🏆🏆🏆🏆…",,POSITIVE,75.79905986785889
"RT @maydeerjelly510: 🎉 #SpringBreeze1stWin 🎉
https://t.co/voP06RcRZT
181125 #워너원 #배진영 #WannaOne #BAEJINYOUNG #MAMAVOTE https://t.co/LudNwQp…","SpringBreeze1stWin, 워너원, 배진영, WannaOne, BAEJINYOUNG, MAMAVOTE, ",POSITIVE,75.79905986785889
RT @imnotgigihadid: Aku dtg gardens sbb nk shopping sephora skali BELLA HADID!!!! Omg berlari aku https://t.co/I0AFk9y82u,,POSITIVE,75.920569896698
"RT @realdefdanielss: WANNA ONE MUSIC SHOWS TROPHIES 👍🏆

Energetic - 🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆 

Beautiful - 🏆🏆🏆🏆🏆🏆🏆🏆

I.P.U. - 🏆🏆

Boomerang - 🏆🏆🏆🏆🏆🏆…",,POSITIVE,75.79905986785889
RT @Praewa_wt: จนวนวได้ #SpringBreeze1stWin แล้วก็ยังไม่ได้แจก งั้นขอแจกพร้อมกันเลยนะคะ เดี๋ยว 20.30 มาสุ่มค้าบบ https://t.co/vrSfqKLtN2,"SpringBreeze1stWin, ",POSITIVE,75.79905986785889
"RT @habbo_94: #하성운 
#SpringBreeze1stWin 
https://t.co/F1vGflky5V
https://t.co/mn2dsRS5JU https://t.co/Ny6yF4tfug","하성운, SpringBreeze1stWin, ",POSITIVE,75.79905986785889
RT @MataNajwa: Ungkapkan keresahan atau harapanmu seperti contoh-contoh di bawah ini dengan akses di: https://t.co/t9S1gAXl4E untuk downloa…,,POSITIVE,75.79905986785889
"RT @WannaOne_twt: [#워너원데이] 워너블의 마음을 한가득 따뜻하게 만들어준 오늘 더쇼 잘 보셨나요? 워너원은 워너블이 안겨준 선물 덕에 핫팩이 따로 필요 없을 정도에요(˃̶᷄‧̫ ˂̶᷅๑ ) 오늘 너무 고맙고 우리 내일 또 봐요💕
#S…","워너원데이, ",POSITIVE,75.79905986785889
"RT @infosuporter: Mbak Najuwa kami ikutan
#MataNajwaPSSIBisaApa ya.
@MataNajwa https://t.co/RoH69SeEnX","MataNajwaPSSIBisaApa, ",POSITIVE,75.11647343635559
"RT @0u0pp: #SpringBreeze1stWin

181127 더쇼 워너원 술래 (1/2) https://t.co/HibnljwsDQ","SpringBreeze1stWin, ",POSITIVE,75.79905986785889
"RT @Itsztampcy: ไปค่ะ ฉลอง 1st win 🎉🎉
แจกเสื้อ HEC KOREACONCERT ✔
เป็นของออฟนะคะ  เป็นไซส์ M ทั้งหมดค่า แจก 5 ตัวนะคะ
แจกเพราะคะแนนเต็มด้วย…",,POSITIVE,75.79905986785889
"RT @JH_talk_2_U: Dari zaman bung Karno sampai era pak SBY tidak pernah ada tudingan Mesjid Terpapar Radikal.
Hanya Era rezim Jkw ini ada st…",,POSITIVE,76.20335221290588
"RT @thatsmyjh: รีไปเลย แจก 100 บาท
สุ่มตอนจบโปรโมท ไปดูmvกันเยอะๆ
#SpringBreeze1stWin https://t.co/Mw6ZyYXQ6M","SpringBreeze1stWin, ",POSITIVE,75.79905986785889
"RT @WannaOne_twt: [#워너원데이] 워너블의 마음을 한가득 따뜻하게 만들어준 오늘 더쇼 잘 보셨나요? 워너원은 워너블이 안겨준 선물 덕에 핫팩이 따로 필요 없을 정도에요(˃̶᷄‧̫ ˂̶᷅๑ ) 오늘 너무 고맙고 우리 내일 또 봐요💕
#S…","워너원데이, ",POSITIVE,75.79905986785889
"RT @chamwink: we scored 10000 points which is a perfect score!!! congrats wanna one 😭💕 

#봄바람1stWin #SpringBreeze1stWin https://t.co/HXfUPP…","봄바람1stWin, SpringBreeze1stWin, ",POSITIVE,76.00427865982056
"RT @wannaone_strm: 🎉워너원 ’’봄바람” 더쇼 1위를 축하합니다🎉

워너원 “봄바람” 첫 1위 축하해요🏆
음악방송 축하 너무 오랜만이라 더 행복해요❤️
워너블 일주일동안 함께 달려줘서 고마워요! 더 많은 트로피를 가지러 함께 달려요💪🏻…",,POSITIVE,75.79905986785889
Ini orang nemu dimana sih??  Rugi banyak lah @ILCtv1 ngundang dia,,POSITIVE,76.73125267028809
"RT @Army_Bo12: 🤗แงงงดีใจได้ถ้วยแล้วว แจก 10บาท (วอลเล็ต) 1คน รีโล้ดดดดดดด
เดี๋ยวมาสุ่ม พน ค่าา ❤
#SpringBreeze1stWin","SpringBreeze1stWin, ",POSITIVE,75.79905986785889
RT @Danik_Forever96: เสียงแดนเพราะมากๆๆๆๆ ภูมิใจในความฝึกฝนและพยายามนะแดนนน  เก่งมากๆ หล่อมากๆ ด้วยยย 👏🏻👏🏻👏🏻👏🏻 #강다니엘 #SpringBreeze1stWin ht…,"강다니엘, SpringBreeze1stWin, ",POSITIVE,75.79905986785889
RT @NielongTaken: สุดยอดไปเลยครับ ดีใจกับน้องๆด้วยนะครับ  🎉🎉🎉 #SpringBreeze1stWin  https://t.co/vsWunkcpHS,"SpringBreeze1stWin, ",POSITIVE,75.79905986785889
"RT @Unique_Card: @ILCtv1 @psi_id @GunRomli @karniilyas Orang yg tidak bisa menjelaskan secara sederhana,  kemungkinan dia tidak menguasai p…",,POSITIVE,72.72390127182007
"RT @DDnxShop: ฉลองถ้วยแรกของเพลงนี้แงงงง เก่งกันมากๆเลยT_T 

แจกเงิน100บาท เข้าบช./วอลเลต/พร้อมเพย์ได้หมด แจก1คน

รีทวิตอย่างเดียวพอ ฟอลก็ไ…",,POSITIVE,75.79905986785889
"RT @Kimwanna89: #SpringBreeze1stWin
กลี๊ดดดดดด น้องเก่งมากวินอีกแล้ว มาคะแจกอยากแจก 11 บ. 
ฟลวเค้าน้าาา อยากแจกฟลว 🎃🎉😳","SpringBreeze1stWin, ",POSITIVE,75.79905986785889
"RT @NurAfifah: Sorry not sorry  , every woman is beautiful in her own way https://t.co/N5eESGOM4B",,POSITIVE,76.96276903152466
@msahnan2 @ILCtv1 @karniilyas @Pak_JK Pilih pemimpin yang soleh #ILCMasjidTerpaparRadikal,"ILCMasjidTerpaparRadikal, ",POSITIVE,75.98488330841064
